t,gas_price,power_price,heat_demand,local_heat_demand,solar_thermal_heat_profile,normalized_solar_thermal_heat_profile,heatpump_s1.delta_T_min,heatpump_s1.R,heatpump_s1.k,heatpump_s1.T_q,heatpump_s1.T_k,heatpump_s1.p1,heatpump_s1.p2,heatpump_s1.p3,heatpump_s1.p4,heatpump_s1.T1,heatpump_s1.T2,heatpump_s1.T3,heatpump_s1.T4,heatpump_s1.h1,heatpump_s1.h2,heatpump_s1.h3,heatpump_s1.h4,heatpump_s1.max_volume_flow_compressor,heatpump_s1.electrical_efficiency_compressor,heatpump_s1.n,heatpump_s1.z,heatpump_s2.delta_T_min,heatpump_s2.R,heatpump_s2.k,heatpump_s2.T_q,heatpump_s2.T_k,heatpump_s2.p1,heatpump_s2.p2,heatpump_s2.p3,heatpump_s2.p4,heatpump_s2.T1,heatpump_s2.T2,heatpump_s2.T3,heatpump_s2.T4,heatpump_s2.h1,heatpump_s2.h2,heatpump_s2.h3,heatpump_s2.h4,heatpump_s2.max_volume_flow_compressor,heatpump_s2.electrical_efficiency_compressor,heatpump_s2.n,heatpump_s2.z,chp_1.bin,chp_1.gas,chp_1.power,chp_1.heat,chp_1.co2,chp_1.waste_heat,chp_1.natural_gas,chp_1.hydrogen,chp_2.bin,chp_2.gas,chp_2.power,chp_2.heat,chp_2.co2,chp_2.waste_heat,chp_2.natural_gas,chp_2.hydrogen,electrical_grid.power_balance,electrical_grid.power_supply,electrical_grid.power_feedin,hydrogen_grid.hydrogen_balance,hydrogen_grid.hydrogen_supply,hydrogen_grid.hydrogen_feedin,waste_heat_grid.heat_balance,waste_heat_grid.heat_supply,waste_heat_grid.heat_feedin,local_heat_grid.heat_balance,local_heat_grid.heat_feedin,local_heat_grid.district_heat_feedin,ngas_grid.ngas_balance,heat_grid.heat_balance,heat_grid.heat_feedin,heat_grid.heat_supply,heat_grid.excess_heat_feedin,heat_grid.heat_grid_to_local,battery_storage.power_balance,battery_storage.power_charging,battery_storage.power_discharging,battery_storage.power_content,battery_storage.bin_discharge,battery_storage.bin_charge,battery_storage.bin_switch,heat_storage.heat_balance,heat_storage.heat_charging,heat_storage.heat_discharging,heat_storage.heat_content,heat_storage.bin_charge,heat_storage.bin_discharge,pv.power,solar_thermal.bin,solar_thermal.heat,heatpump_s1.power,heatpump_s1.heat_input,heatpump_s1.heat,heatpump_s1.capacity_compressor,heatpump_s1.volume_flow,heatpump_s1.massflow_refigerant,heatpump_s1.swept_volume,heatpump_s2.power,heatpump_s2.heat_input,heatpump_s2.heat,heatpump_s2.capacity_compressor,heatpump_s2.volume_flow,heatpump_s2.massflow_refigerant,heatpump_s2.swept_volume,local_heat_storage.heat_balance,local_heat_storage.heat_charging,local_heat_storage.heat_discharging,local_heat_storage.excess_heat_discharging,local_heat_storage.heat_content,local_heat_storage.bin_charge,local_heat_storage.bin_discharge,geo_heat_storage.heat_balance,geo_heat_storage.heat_charging,geo_heat_storage.heat_discharging,geo_heat_storage.heat_content,geo_heat_storage.bin_charge,geo_heat_storage.bin_discharge,heatpump_s1.ideal_cop,heatpump_s1.d,heatpump_s1.real_cop,heatpump_s2.ideal_cop,heatpump_s2.d,heatpump_s2.real_cop
83,70.037,200.69,90.61149999999999,1.7183820215089254,0.5426130568468376,0.5426130568468376,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,-123.44885767575323,1.5265423242467726,124.97540000000001,0.0,0.0,0.0,0.0,3.8,3.8,0.0,1.7183820215089254,0.0,312.656,0.0,164.0,77.58449159369971,4.195991593699702,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-77.58449159369971,77.58449159369971,0.0,808.6601020758193,1.0,0.0,0.1274,1.0,4.004484359529661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5265423242467726,3.8,4.036871239024393,1297.5609756097572,0.07987325301204823,4.634146341463417,0.019169580722891575,-2.126981983345426,8.041355598554054,1.7183820215089254,4.195991593699702,2.477685814934131,1.0,1.0,0.0,0.0,0.0,10.2,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
84,70.037,196.63,83.479,2.078191369042864,0.3949890394186142,0.3949890394186142,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,-119.34301767575323,5.526542324246772,124.86956,0.0,0.0,0.0,0.0,3.8,3.8,0.0,2.078191369042864,0.0,312.656,0.0,164.0,84.71699159369967,4.195991593699674,0.0,-4.0,4.0,0.0,4.0,0.0,1.0,1.0,-84.71699159369967,84.71699159369967,0.0,893.3770936695189,1.0,0.0,0.02156,1.0,2.915019110909373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.526542324246772,3.8,4.036871239024391,1297.5609756097563,0.07987325301204817,4.634146341463415,0.01916958072289156,-0.6777073871912256,6.951890349933763,2.078191369042864,4.195991593699674,3.1553932021253575,1.0,1.0,0.0,0.0,0.0,10.2,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
85,70.037,196.63,78.2135,2.0840881152361153,0.6008028084623916,0.6008028084623916,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,-121.32145767575322,3.5265423242467726,124.848,0.0,0.0,0.0,0.0,3.8,3.8,0.0,2.0840881152361153,0.0,312.656,0.0,164.0,89.9824915936997,4.195991593699702,0.0,-2.0,2.0,0.0,6.0,0.0,1.0,0.0,-89.9824915936997,89.9824915936997,0.0,983.3595852632186,1.0,0.0,0.0,1.0,4.43392472645245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5265423242467724,3.8,4.036871239024392,1297.5609756097567,0.0798732530120482,4.634146341463417,0.019169580722891568,-2.190716256541025,8.470795965476842,2.0840881152361153,4.195991593699702,5.346109458666382,1.0,1.0,0.0,0.0,0.0,10.2,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
86,70.037,196.63,78.87150000000001,1.8506655859058931,0.2302096305387687,0.2302096305387687,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,-123.32145767575322,1.5265423242467722,124.848,0.0,0.0,0.0,0.0,3.8,3.8,0.0,0.0,1.8506655859058931,312.656,0.0,164.0,83.27783441409409,0.0,1.8506655859058931,0.0,0.0,0.0,6.0,1.0,0.0,1.0,-83.27783441409409,83.27783441409409,0.0,1066.6374196773127,1.0,0.0,0.0,1.0,1.698947073376113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5265423242467722,3.8,4.036871239024391,1297.5609756097565,0.07987325301204819,4.634146341463415,0.019169580722891565,-5.735818312400504,5.735818312400504,0.0,0.0,11.081927771066887,1.0,1.0,0.0,0.0,0.0,10.2,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
87,70.037,226.74,86.007,2.0513940870495966,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,-123.67370109038737,1.1850789096126257,124.85878,0.0,0.0,0.0,0.0,3.8,3.8,0.0,0.0,2.0513940870495966,312.656,0.0,164.0,75.9416059129504,0.0,2.0513940870495966,0.0,0.0,0.0,6.0,1.0,0.0,0.0,-75.9416059129504,75.9416059129504,0.0,1142.579025590263,1.0,0.0,0.01078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1850789096126257,2.95,3.13388688292683,1007.3170731707319,0.06200686746987951,3.5975609756097566,0.014881648192771081,-3.13388688292683,3.13388688292683,0.0,0.0,14.215814653993718,1.0,1.0,-0.85,0.85,0.0,11.05,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
88,70.037,257.82,93.9565,2.0864948115433712,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,-123.66292109038737,1.1850789096126257,124.848,0.0,0.0,0.0,0.0,3.8,3.8,0.0,0.0,2.0864948115433712,312.656,0.0,164.0,67.95700518845662,0.0,2.0864948115433712,0.0,0.0,0.0,6.0,1.0,0.0,0.0,-67.95700518845662,67.95700518845662,0.0,1210.5360307787196,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1850789096126257,2.95,3.13388688292683,1007.3170731707319,0.06200686746987951,3.5975609756097566,0.014881648192771081,-3.13388688292683,3.13388688292683,0.0,0.0,17.34970153692055,1.0,1.0,-0.85,0.85,0.0,11.9,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
89,70.037,265.72,101.4465,2.0063672242062354,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,-123.66292109038737,1.1850789096126257,124.848,0.0,0.0,0.0,0.0,3.8,3.8,0.0,0.0,2.0063672242062354,312.656,0.0,164.0,60.54713277579376,0.0,2.0063672242062354,0.0,0.0,0.0,6.0,1.0,0.0,0.0,-60.54713277579376,60.54713277579376,0.0,1271.0831635545132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1850789096126257,2.95,3.13388688292683,1007.3170731707319,0.06200686746987951,3.5975609756097566,0.014881648192771081,-3.13388688292683,3.13388688292683,0.0,0.0,20.48358841984738,1.0,1.0,-0.85,0.85,0.0,12.75,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
90,70.037,265.72,108.9995,2.3909831914209345,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,-123.66292109038737,1.1850789096126257,124.848,0.0,0.0,0.0,0.0,3.8,3.8,0.0,0.0,2.3909831914209345,312.656,0.0,164.0,52.609516808579066,0.0,2.3909831914209345,0.0,0.0,0.0,6.0,1.0,0.0,0.0,-52.609516808579066,52.609516808579066,0.0,1323.6926803630922,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1850789096126257,2.95,3.13388688292683,1007.3170731707319,0.06200686746987951,3.5975609756097566,0.014881648192771081,-3.13388688292683,3.13388688292683,0.0,0.0,23.61747530277421,1.0,1.0,-0.85,0.85,0.0,13.6,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
91,70.037,265.72,103.54,2.3376412370930164,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,-125.66292109038739,1.1850789096126257,126.84800000000001,0.0,0.0,0.0,0.0,3.8,3.8,0.0,0.0,2.3376412370930164,312.656,0.0,164.0,58.12235876290698,0.0,2.3376412370930164,2.0,0.0,2.0,4.0,1.0,0.0,0.0,-58.12235876290698,58.12235876290698,0.0,1381.8150391259992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1850789096126257,2.95,3.13388688292683,1007.3170731707319,0.06200686746987951,3.5975609756097566,0.014881648192771081,-3.13388688292683,3.13388688292683,0.0,0.0,26.75136218570104,1.0,1.0,-0.85,0.85,0.0,14.45,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
92,70.037,265.72,103.882,2.281901584550431,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,-127.66292109038739,1.1850789096126257,128.848,0.0,0.0,0.0,0.0,3.8,3.8,0.0,0.0,2.281901584550431,312.656,0.0,164.0,57.83609841544956,0.0,2.281901584550431,4.0,0.0,4.0,0.0,1.0,0.0,0.0,-57.83609841544956,57.83609841544956,0.0,1439.6511375414489,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1850789096126257,2.95,3.13388688292683,1007.3170731707319,0.06200686746987951,3.5975609756097566,0.014881648192771081,-3.13388688292683,3.13388688292683,0.0,0.0,29.88524906862787,1.0,1.0,-0.85,0.85,0.0,15.3,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
93,70.037,196.29,100.584,2.2228531921452017,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,-123.32145767575322,1.5265423242467717,124.848,0.0,0.0,0.0,0.0,3.8,3.8,0.0,0.0,2.2228531921452017,312.656,0.0,164.0,61.193146807854795,0.0,2.2228531921452017,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-61.193146807854795,61.193146807854795,0.0,1500.8442843493037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5265423242467717,3.8,4.03687123902439,1297.560975609756,0.07987325301204817,4.634146341463414,0.01916958072289156,-4.03687123902439,4.03687123902439,0.0,0.0,33.922120307652264,1.0,1.0,0.0,0.0,0.0,15.3,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
94,70.037,179.57,117.6075,2.0108284606060147,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,-123.32145767575322,1.5265423242467717,124.848,0.0,0.0,0.0,0.0,3.8,3.8,0.0,0.0,2.0108284606060147,312.656,0.0,164.0,44.381671539393984,0.0,2.0108284606060147,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-44.381671539393984,44.381671539393984,0.0,1545.2259558886976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5265423242467717,3.8,4.03687123902439,1297.560975609756,0.07987325301204817,4.634146341463414,0.01916958072289156,-4.03687123902439,4.03687123902439,0.0,0.0,37.95899154667666,1.0,1.0,0.0,0.0,0.0,15.3,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
95,70.037,176.97,102.8665,1.8416994136787366,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,-123.32145767575322,1.5265423242467717,124.848,0.0,0.0,0.0,0.0,3.8,3.8,0.0,0.0,1.8416994136787366,312.656,0.0,164.0,59.29180058632126,0.0,1.8416994136787366,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-59.29180058632126,59.29180058632126,0.0,1604.5177564750188,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5265423242467717,3.8,4.03687123902439,1297.560975609756,0.07987325301204817,4.634146341463414,0.01916958072289156,-4.03687123902439,4.03687123902439,0.0,0.0,41.995862785701064,1.0,1.0,0.0,0.0,0.0,15.3,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
96,70.037,160.99,102.2795,1.7137521679978671,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,152.18572791773,60.20592448881964,80.15816555871709,30.690558601840117,1.8864238247571283,152.18572791773,0.0,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,-121.10883600828593,1.5210884805337102,122.62992448881964,0.0,0.0,0.0,0.0,3.7864238247571285,3.7864238247571285,0.0,0.0,1.7137521679978671,308.51372791772997,0.0,162.1581655587171,58.16491339071922,0.0,1.7137521679978671,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-58.16491339071922,58.16491339071922,0.0,1662.682669865738,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5210884805337102,3.7864238247571285,4.022448799189153,1292.9252084536538,0.0795878916225456,4.617590030191621,0.019101093989410945,-4.022448799189153,4.022448799189153,0.0,0.0,46.01831158489021,1.0,1.0,0.0,0.0,0.0,15.3,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
97,70.037,142.59,100.783,1.3672572378331718,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3672572378331718,0.0,0.0,102.15025723783317,0.0,0.0,1.3672572378331718,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102.15025723783317,0.0,102.15025723783317,1560.532412627905,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.01831158489021,1.0,1.0,0.0,0.0,0.0,15.3,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
98,70.037,131.54,97.446,1.4110686930104834,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4110686930104834,0.0,0.0,98.85706869301048,0.0,0.0,1.4110686930104834,0.0,0.0,0.0,0.0,0.0,1.0,1.0,98.85706869301048,0.0,98.85706869301048,1461.6753439348945,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.01831158489021,1.0,1.0,0.0,0.0,0.0,15.3,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
99,70.037,131.54,96.766,1.3098893270364234,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3098893270364234,0.0,0.0,98.07588932703644,0.0,0.0,1.3098893270364234,-2.0,2.0,0.0,2.0,0.0,1.0,0.0,98.07588932703644,0.0,98.07588932703644,1363.599454607858,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.01831158489021,1.0,1.0,0.0,0.0,0.0,15.3,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
100,70.037,131.54,101.98949999999999,1.3763559845880402,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3763559845880402,0.0,0.0,103.36585598458804,0.0,0.0,1.3763559845880402,-4.0,4.0,0.0,6.0,0.0,1.0,0.0,103.36585598458804,0.0,103.36585598458804,1260.23359862327,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.01831158489021,1.0,1.0,0.0,0.0,0.0,15.3,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
101,70.037,131.54,99.509,1.5187133331487743,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5187133331487743,0.0,0.0,101.02771333314877,0.0,0.0,1.5187133331487743,0.0,0.0,0.0,6.0,1.0,0.0,1.0,101.02771333314877,0.0,101.02771333314877,1159.2058852901212,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.01831158489021,1.0,1.0,0.0,0.0,0.0,15.3,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
