t,gas_price,power_price,heat_demand,local_heat_demand,solar_thermal_heat_profile,normalized_solar_thermal_heat_profile,heatpump_s1.delta_T_min,heatpump_s1.R,heatpump_s1.k,heatpump_s1.T_q,heatpump_s1.T_k,heatpump_s1.p1,heatpump_s1.p2,heatpump_s1.p3,heatpump_s1.p4,heatpump_s1.T1,heatpump_s1.T2,heatpump_s1.T3,heatpump_s1.T4,heatpump_s1.h1,heatpump_s1.h2,heatpump_s1.h3,heatpump_s1.h4,heatpump_s1.max_volume_flow_compressor,heatpump_s1.electrical_efficiency_compressor,heatpump_s1.n,heatpump_s1.z,heatpump_s2.delta_T_min,heatpump_s2.R,heatpump_s2.k,heatpump_s2.T_q,heatpump_s2.T_k,heatpump_s2.p1,heatpump_s2.p2,heatpump_s2.p3,heatpump_s2.p4,heatpump_s2.T1,heatpump_s2.T2,heatpump_s2.T3,heatpump_s2.T4,heatpump_s2.h1,heatpump_s2.h2,heatpump_s2.h3,heatpump_s2.h4,heatpump_s2.max_volume_flow_compressor,heatpump_s2.electrical_efficiency_compressor,heatpump_s2.n,heatpump_s2.z,chp_1.bin,chp_1.gas,chp_1.power,chp_1.heat,chp_1.co2,chp_1.waste_heat,chp_1.natural_gas,chp_1.hydrogen,chp_2.bin,chp_2.gas,chp_2.power,chp_2.heat,chp_2.co2,chp_2.waste_heat,chp_2.natural_gas,chp_2.hydrogen,electrical_grid.power_balance,electrical_grid.power_supply,electrical_grid.power_feedin,hydrogen_grid.hydrogen_balance,hydrogen_grid.hydrogen_supply,hydrogen_grid.hydrogen_feedin,waste_heat_grid.heat_balance,waste_heat_grid.heat_supply,waste_heat_grid.heat_feedin,local_heat_grid.heat_balance,local_heat_grid.heat_feedin,local_heat_grid.district_heat_feedin,ngas_grid.ngas_balance,heat_grid.heat_balance,heat_grid.heat_feedin,heat_grid.heat_supply,heat_grid.excess_heat_feedin,heat_grid.heat_grid_to_local,battery_storage.power_balance,battery_storage.power_charging,battery_storage.power_discharging,battery_storage.power_content,battery_storage.bin_discharge,battery_storage.bin_charge,battery_storage.bin_switch,heat_storage.heat_balance,heat_storage.heat_charging,heat_storage.heat_discharging,heat_storage.heat_content,heat_storage.bin_charge,heat_storage.bin_discharge,pv.power,solar_thermal.bin,solar_thermal.heat,heatpump_s1.power,heatpump_s1.heat_input,heatpump_s1.heat,heatpump_s1.capacity_compressor,heatpump_s1.volume_flow,heatpump_s1.massflow_refigerant,heatpump_s1.swept_volume,heatpump_s2.power,heatpump_s2.heat_input,heatpump_s2.heat,heatpump_s2.capacity_compressor,heatpump_s2.volume_flow,heatpump_s2.massflow_refigerant,heatpump_s2.swept_volume,local_heat_storage.heat_balance,local_heat_storage.heat_charging,local_heat_storage.heat_discharging,local_heat_storage.excess_heat_discharging,local_heat_storage.heat_content,local_heat_storage.bin_charge,local_heat_storage.bin_discharge,geo_heat_storage.heat_balance,geo_heat_storage.heat_charging,geo_heat_storage.heat_discharging,geo_heat_storage.heat_content,geo_heat_storage.bin_charge,geo_heat_storage.bin_discharge,heatpump_s1.ideal_cop,heatpump_s1.d,heatpump_s1.real_cop,heatpump_s2.ideal_cop,heatpump_s2.d,heatpump_s2.real_cop
147,70.037,113.79,103.581,2.2393436112441814,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4128933102528623,0.4128933102528623,0.0,0.0,0.0,0.0,0.0,0.6823517210944303,0.6823517210944303,0.0,2.239343611244572,0.0,0.0,0.0,99.38500840630003,0.0,4.195991593699581,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99.38500840630003,0.0,99.38500840630003,1234.4859726734396,0.0,1.0,0.0,0.0,0.0,0.13877784123357895,0.45,0.6823517210944303,117.9611650485421,0.018701533980582268,0.43689320388348923,0.004488368155339744,0.27411546901928335,0.6823517210944303,0.7248857994170785,232.99814866639088,0.014342539911100518,0.8321362452371103,0.003442209578664124,5.710449405527075,0.7248857994170785,2.239343611244572,4.195991593699581,56.45892475222365,1.0,1.0,0.45,0.0,0.45,10.2,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
148,70.037,111.79,104.261,2.362988026802893,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799095860331948,0.7799095860331948,0.0,0.0,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,2.362988026802893,0.0,0.0,0.0,100.06500840630042,0.0,4.195991593699581,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.06500840630042,0.0,100.06500840630042,1134.4209642671392,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.5177736637030977,1.2888865842894968,1.3692287322322778,440.1076141476331,0.027091464276523564,1.5718129076701182,0.006501951426365655,5.189750888270196,1.3692287322322778,2.362988026802893,4.195991593699581,51.269173863953455,1.0,1.0,0.85,0.0,0.85,9.35,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
149,70.037,111.78,106.8915,2.2584249765541604,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799095860331948,0.7799095860331948,0.0,0.0,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,2.2584249765541604,0.0,0.0,0.0,102.6955084063004,0.0,4.195991593699581,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102.6955084063004,0.0,102.6955084063004,1031.7254558608388,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.5177736637030977,1.2888865842894968,1.3692287322322778,440.1076141476331,0.027091464276523564,1.5718129076701182,0.006501951426365655,5.085187838021464,1.3692287322322778,2.2584249765541604,4.195991593699581,46.18398602593199,1.0,1.0,0.85,0.0,0.85,8.5,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
150,70.037,111.78,112.905,2.2364929006339427,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799095860331948,0.7799095860331948,0.0,0.0,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,0.0,2.2364929006339427,0.0,0.0,115.14149290063395,0.0,0.0,2.2364929006339427,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115.14149290063395,0.0,115.14149290063395,916.5839629602048,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.5177736637030977,1.2888865842894968,1.3692287322322778,440.1076141476331,0.027091464276523564,1.5718129076701182,0.006501951426365655,-1.3692287322322778,1.3692287322322778,0.0,0.0,47.55321475816427,1.0,1.0,0.85,0.0,0.85,7.65,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
151,70.037,111.78,119.9285,2.5116350422442517,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799095860331948,0.7799095860331948,0.0,0.0,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,2.5116350422442517,0.0,0.0,0.0,115.73250840630041,0.0,4.195991593699581,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115.73250840630041,0.0,115.73250840630041,800.8514545539043,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.5177736637030977,1.2888865842894968,1.3692287322322778,440.1076141476331,0.027091464276523564,1.5718129076701182,0.006501951426365655,5.338397903711555,1.3692287322322778,2.5116350422442517,4.195991593699581,42.21481685445272,1.0,1.0,0.85,0.0,0.85,6.8,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
152,70.037,111.78,113.7025,2.6209353470673253,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799095860331948,0.7799095860331948,0.0,0.0,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,2.6209353470673253,0.0,0.0,0.0,109.50650840630041,0.0,4.195991593699581,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109.50650840630041,0.0,109.50650840630041,691.3449461476039,0.0,1.0,0.0,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.5177736637030977,1.2888865842894968,1.3692287322322778,440.1076141476331,0.027091464276523564,1.5718129076701182,0.006501951426365655,5.447698208534629,1.3692287322322778,2.6209353470673253,4.195991593699581,36.767118645918096,1.0,1.0,0.85,0.0,0.85,5.95,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
153,70.037,111.78,117.119,2.9092043527567713,0.0076051983279904,0.0076051983279904,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7710895860331947,0.7799095860331947,0.00882,0.0,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,2.9092043527567713,0.0,0.0,0.0,112.92300840630043,0.0,4.195991593699581,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,112.92300840630043,0.0,112.92300840630043,578.4219377413035,0.0,1.0,0.00882,1.0,0.056126363660569153,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.5177736637030976,1.2888865842894968,1.3692287322322776,440.107614147633,0.02709146427652356,1.571812907670118,0.006501951426365654,5.679840850563506,1.4253550958928467,2.9092043527567713,4.195991593699581,31.08727779535459,1.0,1.0,0.85,0.0,0.85,5.1,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
154,70.037,111.78,119.3355,3.113387303501378,0.1451959060718635,0.1451959060718635,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.779909586033195,0.779909586033195,0.0,0.0,0.0,0.0,0.0,1.288886584289497,1.288886584289497,0.0,0.0,3.113387303501378,0.0,0.0,122.44888730350138,0.0,0.0,3.113387303501378,0.0,0.0,0.0,0.0,1.0,0.0,0.0,122.44888730350138,0.0,122.44888730350138,455.97305043780216,0.0,1.0,0.0,1.0,1.0715457868103526,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.517773663703098,1.288886584289497,1.3692287322322783,440.1076141476332,0.02709146427652357,1.5718129076701188,0.006501951426365657,-2.440774519042631,2.440774519042631,0.0,0.0,33.52805231439722,1.0,1.0,0.85,0.0,0.85,4.25,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
155,70.037,109.96,106.386,3.2215733603877967,0.2082454508380741,0.2082454508380741,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.779909586033195,4.779909586033195,0.0,0.0,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,3.2215733603877967,0.0,0.0,0.0,102.19000840630042,0.0,4.195991593699581,0.0,-4.0,4.0,0.0,4.0,0.0,1.0,1.0,102.19000840630042,0.0,102.19000840630042,353.78304203150174,0.0,1.0,0.0,1.0,1.536851427184987,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.5177736637030979,1.2888865842894968,1.3692287322322778,440.10761414763317,0.027091464276523564,1.5718129076701184,0.006501951426365655,4.511484794670113,2.906080159417265,3.2215733603877967,4.195991593699581,29.01656751972711,1.0,1.0,0.85,0.0,0.85,3.4,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
156,70.037,109.96,97.62049999999999,3.1797821017358956,0.0053814559243099,0.0053814559243099,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.779909586033195,2.779909586033195,0.0,0.0,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,3.1797821017358956,0.0,0.0,0.0,93.42450840630042,0.0,4.195991593699581,0.0,-2.0,2.0,0.0,6.0,0.0,1.0,0.0,93.42450840630042,0.0,93.42450840630042,260.35853362520135,0.0,1.0,0.0,1.0,0.03971514472140706,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.5177736637030976,1.2888865842894968,1.3692287322322776,440.107614147633,0.027091464276523557,1.5718129076701177,0.0065019514263656535,5.966829818481792,1.4089438769536846,3.1797821017358956,4.195991593699581,23.04973770124532,1.0,1.0,0.85,0.0,0.85,2.55,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
157,70.037,109.96,88.84750000000001,3.0880073710701716,0.3547560142864618,0.3547560142864618,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799095860331948,0.7799095860331948,0.0,0.0,0.0,0.0,0.0,1.2888865842894965,1.2888865842894965,0.0,3.0880073710701716,0.0,0.0,0.0,84.65150840630042,0.0,4.195991593699581,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,84.65150840630042,0.0,84.65150840630042,175.70702521890092,0.0,1.0,0.0,1.0,2.618099385434088,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.5177736637030977,1.2888865842894965,1.3692287322322776,440.10761414763294,0.02709146427652355,1.5718129076701182,0.006501951426365652,3.296670847103387,3.9873281176663657,3.0880073710701716,4.195991593699581,19.753066854141935,1.0,1.0,0.85,0.0,0.85,1.7,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
158,70.037,109.96,89.1235,3.030071429025923,0.0069084594525654,0.0069084594525654,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799095860331948,0.7799095860331948,0.0,0.0,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,3.030071429025923,0.0,0.0,0.0,84.92750840630043,0.0,4.195991593699581,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,84.92750840630043,0.0,84.92750840630043,90.77951681260048,0.0,1.0,0.0,1.0,0.05098443075993265,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.5177736637030977,1.2888865842894968,1.3692287322322776,440.1076141476331,0.027091464276523564,1.5718129076701182,0.006501951426365655,5.805849859733295,1.4202131629922103,3.030071429025923,4.195991593699581,13.947216994408638,1.0,1.0,0.85,0.0,0.85,0.85,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
159,70.037,111.78,88.4885,2.988673868819036,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6887695860331948,0.7799095860331948,0.09114,0.0,0.0,0.0,0.0,1.2888865842894968,1.2888865842894968,0.0,2.988673868819036,0.0,0.0,0.0,84.29250840630041,0.0,4.195991593699581,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,84.29250840630041,0.0,84.29250840630041,6.487008406300063,0.0,1.0,0.09114,0.0,0.0,0.2621359223300971,0.85,1.2888865842894968,222.8155339805825,0.035325119741100315,0.8252427184466018,0.008478028737864076,0.5177736637030977,1.2888865842894968,1.3692287322322778,440.1076141476331,0.027091464276523564,1.5718129076701182,0.006501951426365655,5.81543673028634,1.3692287322322778,2.988673868819036,4.195991593699581,8.131780264122298,1.0,1.0,0.85,0.0,0.85,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
160,70.037,128.57,92.68299999999999,2.9666760603246725,0.0121215393265896,0.0121215393265896,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.66072883787661,0.7632711621233861,62.424,0.0,0.0,0.0,0.0,1.9,1.9,0.0,2.9666760603246725,0.0,156.328,0.0,88.48700840630006,0.0,4.1959915936999295,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,6.487008406300063,0.0,6.487008406300063,0.0,0.0,1.0,0.0,1.0,0.08945696023023124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7632711621233861,1.9,2.0184356195121955,648.7804878048781,0.03993662650602409,2.3170731707317076,0.00958479036144578,5.054775074282175,2.1078925797424266,2.9666760603246725,4.1959915936999295,3.077005189840122,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
161,70.037,153.67,95.5035,2.962121978492895,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,-127.32145767575324,1.5265423242467717,128.848,0.0,0.0,0.0,0.0,3.8,3.8,0.0,0.0,2.962121978492895,312.656,0.0,164.0,65.53437802150711,0.0,2.962121978492895,4.0,0.0,4.0,2.0,1.0,0.0,0.0,-65.53437802150711,65.53437802150711,0.0,65.53437802150711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5265423242467717,3.8,4.03687123902439,1297.560975609756,0.07987325301204817,4.634146341463414,0.01916958072289156,-4.03687123902439,4.03687123902439,0.0,0.0,7.113876428864513,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
162,70.037,153.67,95.429,3.1121221619099515,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,-125.32145767575324,1.5265423242467717,126.84800000000001,0.0,0.0,0.0,0.0,3.8,3.8,0.0,0.0,3.1121221619099515,312.656,0.0,164.0,65.45887783809005,0.0,3.1121221619099515,2.0,0.0,2.0,0.0,1.0,0.0,0.0,-65.45887783809005,65.45887783809005,0.0,130.99325585959716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5265423242467717,3.8,4.03687123902439,1297.560975609756,0.07987325301204817,4.634146341463414,0.01916958072289156,-4.03687123902439,4.03687123902439,0.0,0.0,11.150747667888904,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
163,70.037,153.67,106.44500000000001,3.2764595036549435,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,-123.32145767575322,1.5265423242467717,124.848,0.0,0.0,0.0,0.0,3.8,3.8,0.0,0.0,3.2764595036549435,312.656,0.0,164.0,54.278540496345045,0.0,3.2764595036549435,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-54.278540496345045,54.278540496345045,0.0,185.2717963559422,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5265423242467717,3.8,4.03687123902439,1297.560975609756,0.07987325301204817,4.634146341463414,0.01916958072289156,-4.03687123902439,4.03687123902439,0.0,0.0,15.187618906913295,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
164,70.037,153.67,103.1095,3.223126291927473,0.0,0.0,10,488,1.31,273.15,308.15,3000000,17000000,17000000,3000000,263.15,398.15,318.15,263.15,1450,1720,420,420,0.15666666666666668,0.85,25.0,6,10,488,1.31,303.15,353.15,8300000.000000001,52000000,52000000,8300000.000000001,293.15,443.15,363.15,293.15,1480,1760,660,660,0.15666666666666668,0.85,25.0,6,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,1.0,156.328,62.424,82.0,31.524,1.9,156.328,0.0,-123.32145767575322,1.5265423242467717,124.848,0.0,0.0,0.0,0.0,3.8,3.8,0.0,3.223126291927473,0.0,312.656,0.0,164.0,61.23612711665015,0.34562711665014945,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-61.23612711665015,61.23612711665015,0.0,246.50792347259235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5265423242467717,3.8,4.03687123902439,1297.560975609756,0.07987325301204817,4.634146341463414,0.01916958072289156,-0.4681178304467677,4.03687123902439,3.223126291927473,0.34562711665014945,15.655736737360064,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.784545454545454,0.6093386138613862,3.524746909090909,5.187857142857142,0.5996931846344487,3.1111225714285715
